gene,one,two
ureG,0,0.0136054421768707
group_6955,0,0.0136054421768707
group_6965,0,0.0136054421768707
group_7030,0,0.0136054421768707
group_7031,0,0.0136054421768707
group_7032,0,0.0136054421768707
group_7090,0,0.0136054421768707
group_7129,0,0.0136054421768707
group_7130,0,0.0136054421768707
group_7131,0,0.0136054421768707
group_7254,0.00806451612903226,0.00680272108843537
group_7270,0,0.0136054421768707
group_7271,0,0.0136054421768707
group_7272,0,0.0136054421768707
group_7273,0,0.0136054421768707
group_7274,0,0.0136054421768707
group_7275,0,0.0136054421768707
group_7276,0,0.0136054421768707
group_7277,0,0.0136054421768707
group_7278,0,0.0136054421768707
group_7279,0,0.0136054421768707
group_7283,0,0.0136054421768707
group_7284,0,0.0136054421768707
group_7285,0,0.0136054421768707
group_7286,0,0.0136054421768707
group_7287,0,0.0136054421768707
group_7288,0,0.0136054421768707
group_7289,0,0.0136054421768707
group_7290,0,0.0136054421768707
group_7352,0,0.0136054421768707
group_7366,0,0.0136054421768707
traI_1,0,0.0136054421768707
group_7368,0,0.0136054421768707
group_7369,0,0.0136054421768707
group_7370,0,0.0136054421768707
group_7371,0,0.0136054421768707
group_7372,0,0.0136054421768707
group_7373,0,0.0136054421768707
group_7374,0,0.0136054421768707
group_7375,0,0.0136054421768707
group_7376,0,0.0136054421768707
group_7377,0,0.0136054421768707
group_7378,0,0.0136054421768707
ltrA,0,0.0136054421768707
group_7380,0,0.0136054421768707
group_7381,0,0.0136054421768707
group_7382,0,0.0136054421768707
group_7383,0,0.0136054421768707
group_7384,0,0.0136054421768707
group_7386,0,0.0136054421768707
group_7387,0,0.0136054421768707
group_7388,0,0.0136054421768707
relB_2,0,0.0136054421768707
group_7391,0,0.0136054421768707
group_7392,0,0.0136054421768707
group_7393,0,0.0136054421768707
hsdR_1,0,0.0136054421768707
group_7492,0,0.0136054421768707
group_7580,0,0.0136054421768707
group_7581,0,0.0136054421768707
group_7582,0,0.0136054421768707
group_7583,0,0.0136054421768707
group_7611,0,0.0136054421768707
group_7612,0,0.0136054421768707
group_7613,0,0.0136054421768707
group_7658,0.0161290322580645,0
group_7659,0.0161290322580645,0
group_7661,0.0161290322580645,0
group_7662,0.0161290322580645,0
group_7663,0.0161290322580645,0
group_7664,0.0161290322580645,0
group_7665,0.0161290322580645,0
group_7666,0.0161290322580645,0
group_7667,0.0161290322580645,0
group_7668,0.0161290322580645,0
group_7669,0.0161290322580645,0
group_7670,0.0161290322580645,0
group_7671,0.0161290322580645,0
group_7672,0.0161290322580645,0
group_7673,0.0161290322580645,0
group_7674,0.0161290322580645,0
group_7675,0.0161290322580645,0
group_7676,0.0161290322580645,0
group_7680,0.0161290322580645,0
group_7681,0.0161290322580645,0
group_7682,0.0161290322580645,0
group_7683,0.0161290322580645,0
group_7685,0.0161290322580645,0
group_7701,0.0161290322580645,0
group_7702,0.0161290322580645,0
group_7730,0.00806451612903226,0.00680272108843537
group_7731,0.00806451612903226,0.00680272108843537
group_7732,0.00806451612903226,0.00680272108843537
group_7733,0.00806451612903226,0.00680272108843537
group_7734,0.00806451612903226,0.00680272108843537
group_7738,0.00806451612903226,0.00680272108843537
korB,0.00806451612903226,0.00680272108843537
traL,0.00806451612903226,0.00680272108843537
group_7746,0.00806451612903226,0.00680272108843537
group_8097,0,0.0136054421768707
group_8100,0,0.0136054421768707
group_8126,0.00806451612903226,0.00680272108843537
group_8136,0.0161290322580645,0
group_8137,0.0161290322580645,0
group_8138,0.0161290322580645,0
group_8139,0.0161290322580645,0
group_8140,0.0161290322580645,0
group_8141,0.0161290322580645,0
group_8142,0.0161290322580645,0
group_8143,0.0161290322580645,0
group_8144,0.0161290322580645,0
group_8145,0.0161290322580645,0
group_8177,0.0161290322580645,0
group_8178,0.0161290322580645,0
group_8205,0,0.0136054421768707
group_8206,0,0.0136054421768707
group_8207,0,0.0136054421768707
group_8208,0,0.0136054421768707
group_8214,0.00806451612903226,0.00680272108843537
group_8217,0,0.0136054421768707
group_8222,0,0.0136054421768707
group_8223,0,0.0136054421768707
group_8376,0,0.0136054421768707
group_8381,0,0.0136054421768707
group_8388,0,0.0136054421768707
group_8389,0,0.0136054421768707
group_8393,0,0.0136054421768707
group_8394,0,0.0136054421768707
group_8395,0,0.0136054421768707
group_8401,0,0.0136054421768707
group_8404,0,0.0136054421768707
group_8405,0,0.0136054421768707
lsrB_2,0,0.0136054421768707
rbsA_2,0,0.0136054421768707
rbsC_2,0,0.0136054421768707
lsrD_2,0,0.0136054421768707
group_8426,0,0.0136054421768707
trg_5,0,0.0136054421768707
group_8428,0,0.0136054421768707
group_8429,0,0.0136054421768707
group_8430,0,0.0136054421768707
group_8431,0,0.0136054421768707
group_8432,0,0.0136054421768707
group_8433,0,0.0136054421768707
group_8434,0,0.0136054421768707
group_8435,0,0.0136054421768707
bphC,0,0.0136054421768707
group_8437,0,0.0136054421768707
group_8446,0,0.0136054421768707
group_8457,0,0.0136054421768707
group_8458,0,0.0136054421768707
group_8459,0,0.0136054421768707
group_8460,0,0.0136054421768707
group_8461,0,0.0136054421768707
group_8462,0,0.0136054421768707
group_8463,0,0.0136054421768707
group_8464,0,0.0136054421768707
group_8465,0,0.0136054421768707
group_8467,0,0.0136054421768707
group_8468,0,0.0136054421768707
group_8470,0,0.0136054421768707
group_8472,0,0.0136054421768707
group_8473,0,0.0136054421768707
group_8474,0,0.0136054421768707
group_8475,0,0.0136054421768707
group_8477,0,0.0136054421768707
group_8478,0,0.0136054421768707
group_8479,0,0.0136054421768707
group_8481,0,0.0136054421768707
group_8482,0,0.0136054421768707
group_8486,0,0.0136054421768707
group_8487,0,0.0136054421768707
group_8488,0,0.0136054421768707
group_8497,0,0.0136054421768707
group_8501,0,0.0136054421768707
group_8502,0,0.0136054421768707
higA_4,0,0.0136054421768707
group_8504,0,0.0136054421768707
group_8505,0,0.0136054421768707
group_8506,0,0.0136054421768707
group_8528,0,0.0136054421768707
soj_2,0,0.0136054421768707
group_8590,0,0.0136054421768707
group_8591,0,0.0136054421768707
group_8592,0,0.0136054421768707
group_8598,0,0.0136054421768707
group_8601,0,0.0136054421768707
group_8602,0,0.0136054421768707
ssb_6,0,0.0136054421768707
group_8609,0,0.0136054421768707
group_8610,0,0.0136054421768707
group_8639,0,0.0136054421768707
group_8641,0,0.0136054421768707
group_8642,0,0.0136054421768707
yuaF_2,0,0.0136054421768707
group_8645,0,0.0136054421768707
group_8646,0,0.0136054421768707
mobA_2,0,0.0136054421768707
group_8682,0,0.0136054421768707
group_8686,0,0.0136054421768707
group_8713,0,0.0136054421768707
group_8715,0,0.0136054421768707
group_8717,0,0.0136054421768707
group_8737,0,0.0136054421768707
group_8768,0,0.0136054421768707
group_8769,0,0.0136054421768707
recE_3,0,0.0136054421768707
group_8771,0,0.0136054421768707
group_8772,0,0.0136054421768707
group_8774,0,0.0136054421768707
group_8956,0.00806451612903226,0.00680272108843537
group_8974,0,0.0136054421768707
ygbT_2,0,0.0136054421768707
group_8976,0,0.0136054421768707
group_8977,0,0.0136054421768707
group_8980,0,0.0136054421768707
group_8981,0,0.0136054421768707
group_9010,0,0.0136054421768707
group_9011,0,0.0136054421768707
group_9031,0,0.0136054421768707
ssb_3,0,0.0136054421768707
group_9128,0,0.0136054421768707
group_9150,0,0.0136054421768707
narJ_3,0,0.0136054421768707
narH_3,0,0.0136054421768707
group_9153,0,0.0136054421768707
group_9154,0,0.0136054421768707
group_9155,0,0.0136054421768707
group_9175,0,0.0136054421768707
group_9176,0,0.0136054421768707
group_9177,0,0.0136054421768707
group_9179,0.0161290322580645,0
group_9180,0.0161290322580645,0
group_9181,0.0161290322580645,0
group_9182,0.0161290322580645,0
group_9183,0.0161290322580645,0
group_9184,0.0161290322580645,0
yihX_2,0.0161290322580645,0
vdh,0.0161290322580645,0
stp_2,0.0161290322580645,0
group_9188,0.0161290322580645,0
group_9189,0.0161290322580645,0
group_9190,0.0161290322580645,0
group_9191,0.0161290322580645,0
group_9192,0.0161290322580645,0
group_9193,0.0161290322580645,0
group_9194,0.0161290322580645,0
group_9195,0.0161290322580645,0
group_9196,0.0161290322580645,0
group_9197,0.0161290322580645,0
group_9198,0.0161290322580645,0
group_9199,0.0161290322580645,0
group_9200,0.0161290322580645,0
group_9201,0.0161290322580645,0
group_9202,0.0161290322580645,0
group_9203,0.0161290322580645,0
group_9204,0.0161290322580645,0
ureR_1,0.0161290322580645,0
group_9206,0.0161290322580645,0
group_9207,0.0161290322580645,0
group_9208,0.0161290322580645,0
group_9209,0.0161290322580645,0
group_9210,0.0161290322580645,0
group_9211,0.0161290322580645,0
group_9212,0.0161290322580645,0
group_9213,0.0161290322580645,0
group_9214,0.0161290322580645,0
group_9215,0.0161290322580645,0
group_9216,0.0161290322580645,0
group_9217,0.0161290322580645,0
group_9218,0.0161290322580645,0
group_9219,0.0161290322580645,0
group_9220,0.0161290322580645,0
group_9221,0.0161290322580645,0
group_9222,0.0161290322580645,0
group_9223,0.0161290322580645,0
group_9224,0.0161290322580645,0
group_9225,0.0161290322580645,0
group_9226,0.0161290322580645,0
group_9227,0.0161290322580645,0
group_9228,0.0161290322580645,0
group_9229,0.0161290322580645,0
group_9230,0.0161290322580645,0
group_9231,0.0161290322580645,0
group_9232,0.0161290322580645,0
group_9233,0.0161290322580645,0
group_9234,0.0161290322580645,0
group_9235,0.0161290322580645,0
group_9236,0.0161290322580645,0
group_9237,0.0161290322580645,0
group_9238,0.0161290322580645,0
group_9239,0.0161290322580645,0
group_9240,0.0161290322580645,0
group_9241,0.0161290322580645,0
group_9242,0.0161290322580645,0
group_9243,0.0161290322580645,0
group_9244,0.0161290322580645,0
group_9245,0.0161290322580645,0
group_9246,0.0161290322580645,0
group_9247,0.0161290322580645,0
group_9248,0.0161290322580645,0
group_9249,0.0161290322580645,0
group_9250,0.0161290322580645,0
group_9251,0.0161290322580645,0
group_9252,0.0161290322580645,0
group_9254,0.0161290322580645,0
group_9255,0.0161290322580645,0
group_9256,0.0161290322580645,0
group_9257,0.0161290322580645,0
epsE_1,0.0161290322580645,0
group_9259,0.0161290322580645,0
group_9260,0.0161290322580645,0
group_9261,0.0161290322580645,0
group_9262,0.0161290322580645,0
group_9263,0.0161290322580645,0
ymdB_2,0.0161290322580645,0
group_9265,0.0161290322580645,0
group_9266,0.0161290322580645,0
group_9267,0.0161290322580645,0
group_9268,0.0161290322580645,0
group_9269,0.0161290322580645,0
group_9270,0.0161290322580645,0
group_9271,0.0161290322580645,0
group_9272,0.0161290322580645,0
group_9273,0.0161290322580645,0
group_9274,0.0161290322580645,0
group_9275,0.0161290322580645,0
group_9276,0.0161290322580645,0
group_9277,0.0161290322580645,0
group_9278,0.0161290322580645,0
group_9279,0.0161290322580645,0
group_9280,0.0161290322580645,0
group_9281,0.0161290322580645,0
group_9282,0.0161290322580645,0
group_9283,0.0161290322580645,0
group_9284,0.0161290322580645,0
group_9405,0,0.0136054421768707
group_9724,0,0.0136054421768707
group_991,0.0161290322580645,0
group_9910,0,0.0136054421768707
group_9911,0,0.0136054421768707
group_9921,0,0.0136054421768707
cydA_2,0,0.00680272108843537
appB_4,0,0.00680272108843537
group_1793,0,0.00680272108843537
group_2420,0,0.00680272108843537
dhfrI_1,0,0.00680272108843537
group_3203,0,0.00680272108843537
group_3354,0,0.00680272108843537
group_3356,0,0.00680272108843537
group_3371,0,0.00680272108843537
group_3372,0,0.00680272108843537
group_3382,0,0.00680272108843537
group_3383,0,0.00680272108843537
group_3384,0,0.00680272108843537
group_3386,0,0.00680272108843537
group_3387,0,0.00680272108843537
group_3389,0,0.00680272108843537
group_3390,0,0.00680272108843537
group_3391,0,0.00680272108843537
group_3392,0,0.00680272108843537
group_3393,0,0.00680272108843537
group_3394,0,0.00680272108843537
group_3395,0,0.00680272108843537
group_3396,0,0.00680272108843537
group_3397,0,0.00680272108843537
group_3398,0,0.00680272108843537
group_3399,0,0.00680272108843537
group_3400,0,0.00680272108843537
group_3401,0,0.00680272108843537
group_3402,0,0.00680272108843537
group_3403,0,0.00680272108843537
group_3404,0,0.00680272108843537
group_3405,0,0.00680272108843537
group_3406,0,0.00680272108843537
group_3407,0,0.00680272108843537
group_3408,0,0.00680272108843537
group_3409,0,0.00680272108843537
group_3410,0,0.00680272108843537
group_3411,0,0.00680272108843537
group_3412,0,0.00680272108843537
group_3413,0,0.00680272108843537
group_3414,0,0.00680272108843537
group_3415,0,0.00680272108843537
group_3416,0,0.00680272108843537
group_3422,0,0.00680272108843537
group_3423,0,0.00680272108843537
pir,0,0.00680272108843537
group_3425,0,0.00680272108843537
group_3426,0,0.00680272108843537
group_3427,0,0.00680272108843537
group_3428,0,0.00680272108843537
group_3429,0,0.00680272108843537
group_3432,0,0.00680272108843537
group_3433,0,0.00680272108843537
group_3440,0,0.00680272108843537
group_3442,0,0.00680272108843537
group_3444,0,0.00680272108843537
group_3445,0,0.00680272108843537
group_3446,0,0.00680272108843537
group_3447,0,0.00680272108843537
group_3448,0,0.00680272108843537
repA_2,0,0.00680272108843537
group_3450,0,0.00680272108843537
group_3452,0,0.00680272108843537
group_3648,0,0.00680272108843537
group_3649,0,0.00680272108843537
group_3650,0,0.00680272108843537
group_3651,0,0.00680272108843537
group_3652,0,0.00680272108843537
group_3653,0,0.00680272108843537
fdhA,0,0.00680272108843537
group_3655,0,0.00680272108843537
group_3656,0,0.00680272108843537
group_3657,0,0.00680272108843537
arsR_1,0,0.00680272108843537
arsB_1,0,0.00680272108843537
group_3660,0,0.00680272108843537
group_3661,0,0.00680272108843537
group_3662,0,0.00680272108843537
group_3663,0,0.00680272108843537
group_3664,0,0.00680272108843537
group_3665,0,0.00680272108843537
group_3666,0,0.00680272108843537
group_3667,0,0.00680272108843537
group_3668,0,0.00680272108843537
group_3669,0,0.00680272108843537
tnsA_1,0,0.00680272108843537
group_3671,0,0.00680272108843537
tnsC_1,0,0.00680272108843537
group_3673,0,0.00680272108843537
group_3674,0,0.00680272108843537
yfeX_2,0,0.00680272108843537
rpoH_2,0,0.00680272108843537
mscM_2,0,0.00680272108843537
clpC,0,0.00680272108843537
group_3679,0,0.00680272108843537
moaA_2,0,0.00680272108843537
moaB_2,0,0.00680272108843537
moaC_2,0,0.00680272108843537
moaD_2,0,0.00680272108843537
moaE_2,0,0.00680272108843537
group_3685,0,0.00680272108843537
group_3686,0,0.00680272108843537
group_3687,0,0.00680272108843537
group_3688,0,0.00680272108843537
group_3689,0,0.00680272108843537
group_3690,0,0.00680272108843537
oxyR_4,0,0.00680272108843537
group_3692,0,0.00680272108843537
group_3693,0,0.00680272108843537
group_3696,0,0.00680272108843537
group_3697,0,0.00680272108843537
group_3698,0,0.00680272108843537
cusS,0,0.00680272108843537
pcoE,0,0.00680272108843537
rcnA_2,0,0.00680272108843537
rcnR_2,0,0.00680272108843537
group_3703,0,0.00680272108843537
group_3704,0,0.00680272108843537
group_3705,0,0.00680272108843537
group_3706,0,0.00680272108843537
ychM_2,0,0.00680272108843537
group_3708,0,0.00680272108843537
group_3709,0,0.00680272108843537
arsB_2,0,0.00680272108843537
arsR_2,0,0.00680272108843537
azr_2,0,0.00680272108843537
group_3713,0,0.00680272108843537
group_3714,0,0.00680272108843537
group_3715,0,0.00680272108843537
group_3716,0,0.00680272108843537
group_3717,0,0.00680272108843537
group_3718,0,0.00680272108843537
group_3719,0,0.00680272108843537
group_3720,0,0.00680272108843537
group_3721,0,0.00680272108843537
group_3722,0,0.00680272108843537
group_3723,0,0.00680272108843537
group_3724,0,0.00680272108843537
group_3725,0,0.00680272108843537
group_3726,0,0.00680272108843537
group_3727,0,0.00680272108843537
group_3728,0,0.00680272108843537
group_3729,0,0.00680272108843537
group_3730,0,0.00680272108843537
group_3731,0,0.00680272108843537
group_3732,0,0.00680272108843537
group_3733,0,0.00680272108843537
group_3734,0,0.00680272108843537
group_3735,0,0.00680272108843537
group_3736,0,0.00680272108843537
group_3737,0,0.00680272108843537
group_3738,0,0.00680272108843537
group_3739,0,0.00680272108843537
group_3740,0,0.00680272108843537
group_3741,0,0.00680272108843537
group_3742,0,0.00680272108843537
group_3743,0,0.00680272108843537
group_3748,0,0.00680272108843537
adhB,0,0.00680272108843537
frmR_2,0,0.00680272108843537
group_3751,0,0.00680272108843537
uvrA_2,0,0.00680272108843537
yjlD,0,0.00680272108843537
group_3754,0,0.00680272108843537
group_3755,0,0.00680272108843537
group_3756,0,0.00680272108843537
frmA_2,0,0.00680272108843537
frmR_3,0,0.00680272108843537
uvrB_2,0,0.00680272108843537
group_3760,0,0.00680272108843537
flhD_2,0,0.00680272108843537
group_3762,0,0.00680272108843537
group_3763,0,0.00680272108843537
group_3764,0,0.00680272108843537
group_3765,0,0.00680272108843537
group_3766,0,0.00680272108843537
group_3767,0,0.00680272108843537
group_3768,0,0.00680272108843537
group_3769,0,0.00680272108843537
group_3770,0,0.00680272108843537
group_3771,0,0.00680272108843537
group_3772,0,0.00680272108843537
group_3773,0,0.00680272108843537
group_3774,0,0.00680272108843537
group_3775,0,0.00680272108843537
group_3776,0,0.00680272108843537
elfA_2,0,0.00680272108843537
group_3778,0,0.00680272108843537
group_3779,0,0.00680272108843537
group_3780,0,0.00680272108843537
group_3781,0,0.00680272108843537
group_3782,0,0.00680272108843537
group_3783,0,0.00680272108843537
group_3784,0,0.00680272108843537
group_3785,0,0.00680272108843537
group_3786,0,0.00680272108843537
group_3787,0,0.00680272108843537
group_3788,0,0.00680272108843537
group_3789,0,0.00680272108843537
group_3790,0,0.00680272108843537
group_3791,0,0.00680272108843537
